brand,category_id,id,images,link,old_price,price,title
Kitchen Craft,4627129,184122345,https://i2.rozetka.ua/goods/16838592/184122345_images_16838592471.jpg|https://i2.rozetka.ua/goods/16838593/184122345_images_16838593332.jpg|https://i8.rozetka.ua/goods/16838593/184122345_images_16838593955.jpg|https://i8.rozetka.ua/goods/16838594/184122345_images_16838594683.jpg,https://rozetka.com.ua/184122345/p184122345/,0,1187,Приспособление для приготовления овощного пюре KitchenCraft Master Class (24 см)
Maestro,4627129,255165276,https://i8.rozetka.ua/goods/20305412/255165276_images_20305412926.jpg,https://rozetka.com.ua/255165276/p255165276/,0,130,"MR 1730 Половник 32,5 см. большой"
Fissman,4627129,262530681,https://i8.rozetka.ua/goods/20732430/262530681_images_20732430831.jpg|https://i2.rozetka.ua/goods/20732431/262530681_images_20732431381.jpg|https://i8.rozetka.ua/goods/20732431/262530681_images_20732431946.jpg,https://rozetka.com.ua/262530681/p262530681/,0,410,"Держатель для нарезки лука, томатов и овощей Fissman DP38185"
Fissman,4627129,262513761,https://i8.rozetka.ua/goods/20731983/262513761_images_20731983111.jpg|https://i2.rozetka.ua/goods/20731983/262513761_images_20731983556.jpg|https://i8.rozetka.ua/goods/20731984/262513761_images_20731984096.jpg,https://rozetka.com.ua/262513761/p262513761/,0,360,Половник Mauris 32см / 130мл нейлон + силикон Fissman DP37491
Fissman,4627129,262510786,https://i8.rozetka.ua/goods/20731885/262510786_images_20731885771.jpg,https://rozetka.com.ua/262510786/p262510786/,0,400,"Ложка сервировочная (поварская) Mauris 34 см нейлон + силикон, плоская Fissman DP41214"
GA Dynasty,4627129,41408808,https://i1.rozetka.ua/goods/8256632/41408808_images_8256632926.jpg|https://i1.rozetka.ua/goods/8256633/41408808_images_8256633280.jpg|https://i1.rozetka.ua/goods/8256633/41408808_images_8256633688.jpg,https://rozetka.com.ua/41408808/p41408808/,0,105,"Ложка для мороженного GA Dynasty 20,5 см (14109)"
EGO,4627129,256326871,https://i2.rozetka.ua/goods/20378073/256326871_images_20378073356.jpg|https://i8.rozetka.ua/goods/20378073/256326871_images_20378073801.jpg|https://i8.rozetka.ua/goods/20378074/256326871_images_20378074006.jpg|https://i2.rozetka.ua/goods/20378074/256326871_images_20378074161.jpg,https://rozetka.com.ua/256326871/p256326871/,199,179,"Двойная лопатка с держателем, черный (HOP-57580002)"
Dynasty,4627129,218073361,https://i8.rozetka.ua/goods/18442031/218073361_images_18442031899.jpg|https://i8.rozetka.ua/goods/18442032/218073361_images_18442032613.jpg,https://rozetka.com.ua/218073361/p218073361/,148,123,Ложка для мороженого Dynasty Profi Cookie 22 см GA-14108
Kamille,4627129,262517771,https://i8.rozetka.ua/goods/20732052/262517771_images_20732052136.jpg,https://rozetka.com.ua/262517771/p262517771/,0,230,"Набор для гриля Скаут: вилка, лопатка, щипцы деревянные ручки Kamille DP44051"
Empire,4627129,262536696,https://i2.rozetka.ua/goods/20732633/262536696_images_20732633291.jpg,https://rozetka.com.ua/262536696/p262536696/,0,220,Половник Kuche Pro 354мл нержавеющая сталь 37см Empire DP62543
Hisar,4627129,100940293,https://i2.rozetka.ua/goods/12799225/100940293_images_12799225969.jpg,https://rozetka.com.ua/100940293/p100940293/,0,142,Щипцы для макарон Hisar Duz (1346)
Home Fest,4627129,262557581,https://i2.rozetka.ua/goods/20733373/262557581_images_20733373771.jpg,https://rozetka.com.ua/262557581/p262557581/,0,99,Набор Home Fest Щипцы пластиковые 26см и Щипцы металлическые 22 см
Ernesto,4627129,205515211,https://i2.rozetka.ua/goods/17827944/205515211_images_17827944001.jpg|https://i8.rozetka.ua/goods/17827944/205515211_images_17827944571.jpg,https://rozetka.com.ua/205515211/p205515211/,185,185,"Ложка для мороженого Ernesto, серебристо-черна, 17 х 4 см."
